task_form,succes_mnli_40
AA1,0.36538461538461536
AA2,0.06060606060606061
AA3,0.6767676767676768
AA4,0.0
AE1,1.0
AE2,0.0
AE3,0.98989898989899
AE4,0.0
AI1,0.04950495049504951
AI2,0.20388349514563106
AI3,0.4485981308411215
AI4,0.7326732673267327
AO1,0.009900990099009901
AO2,0.0
AO3,0.8787878787878788
AO4,0.8541666666666666
EA1,0.0
EA2,0.42857142857142855
EA3,0.20202020202020202
EA4,0.0
EE1,0.009523809523809525
EE2,0.14423076923076922
EE3,0.09183673469387756
EE4,0.0
EI1,0.59
EI2,0.4953271028037383
EI3,0.15841584158415842
EI4,0.74
EO1,0.056074766355140186
EO2,0.0
EO3,0.009345794392523364
EO4,0.02857142857142857
IA1,0.053763440860215055
IA2,0.8679245283018868
IA3,0.6764705882352942
IA4,0.06382978723404255
IE1,0.1485148514851485
IE2,0.03125
IE3,0.05714285714285714
IE4,0.03669724770642202
II1,0.580952380952381
II2,0.8282828282828283
II3,0.7339449541284404
II4,0.5612244897959183
IO1,0.058823529411764705
IO2,0.04807692307692308
IO3,0.2871287128712871
IO4,0.16129032258064516
OA1,0.0
OA2,0.5700934579439252
OA3,0.11578947368421053
OA4,0.40816326530612246
OE1,0.0
OE2,0.0970873786407767
OE3,0.02
OE4,0.009615384615384616
OI1,0.11320754716981132
OI2,0.6078431372549019
OI3,0.29411764705882354
OI4,0.34375
OO1,0.2
OO2,0.3867924528301887
OO3,0.039603960396039604
OO4,0.6161616161616161
