task_form,succes_mnli_80
AA1,0.18269230769230768
AA2,0.010101010101010102
AA3,0.8585858585858586
AA4,0.0
AE1,0.9901960784313726
AE2,0.0
AE3,0.8888888888888888
AE4,0.0
AI1,0.27722772277227725
AI2,0.019417475728155338
AI3,0.9345794392523364
AI4,0.46534653465346537
AO1,0.26732673267326734
AO2,0.1509433962264151
AO3,0.42424242424242425
AO4,0.6458333333333334
EA1,0.0
EA2,0.09523809523809523
EA3,0.030303030303030304
EA4,0.0
EE1,0.20952380952380953
EE2,0.7788461538461539
EE3,0.6020408163265306
EE4,0.07547169811320754
EI1,0.19
EI2,0.09345794392523364
EI3,0.019801980198019802
EI4,0.17
EO1,0.6915887850467289
EO2,0.039603960396039604
EO3,0.2616822429906542
EO4,0.5142857142857142
IA1,0.010752688172043012
IA2,1.0
IA3,0.9313725490196079
IA4,0.010638297872340425
IE1,0.1485148514851485
IE2,0.020833333333333332
IE3,0.02857142857142857
IE4,0.027522935779816515
II1,0.8380952380952381
II2,1.0
II3,0.9174311926605505
II4,0.7448979591836735
IO1,0.6176470588235294
IO2,0.4807692307692308
IO3,0.8217821782178217
IO4,0.5268817204301075
OA1,0.21212121212121213
OA2,0.897196261682243
OA3,0.6
OA4,0.7244897959183674
OE1,0.14150943396226415
OE2,0.8446601941747572
OE3,0.43
OE4,0.3269230769230769
OI1,0.8018867924528302
OI2,0.9313725490196079
OI3,0.8627450980392157
OI4,0.84375
OO1,0.78
OO2,0.9245283018867925
OO3,0.48514851485148514
OO4,0.9292929292929293
