task_form,succes_mnli_20
AA1,0.5192307692307693
AA2,0.12121212121212122
AA3,0.5555555555555556
AA4,0.0
AE1,1.0
AE2,0.0
AE3,1.0
AE4,0.0
AI1,0.0
AI2,0.33980582524271846
AI3,0.14953271028037382
AI4,0.8514851485148515
AO1,0.0
AO2,0.0
AO3,0.9191919191919192
AO4,0.8854166666666666
EA1,0.010101010101010102
EA2,0.7238095238095238
EA3,0.45454545454545453
EA4,0.0
EE1,0.0
EE2,0.0
EE3,0.0
EE4,0.0
EI1,0.6
EI2,0.5607476635514018
EI3,0.18811881188118812
EI4,0.75
EO1,0.009345794392523364
EO2,0.0
EO3,0.0
EO4,0.0
IA1,0.2903225806451613
IA2,0.5094339622641509
IA3,0.4019607843137255
IA4,0.2127659574468085
IE1,0.1485148514851485
IE2,0.03125
IE3,0.05714285714285714
IE4,0.03669724770642202
II1,0.3619047619047619
II2,0.47474747474747475
II3,0.44036697247706424
II4,0.37755102040816324
IO1,0.00980392156862745
IO2,0.0
IO3,0.0594059405940594
IO4,0.010752688172043012
OA1,0.0
OA2,0.21495327102803738
OA3,0.0
OA4,0.17346938775510204
OE1,0.0
OE2,0.0
OE3,0.0
OE4,0.0
OI1,0.009433962264150943
OI2,0.19607843137254902
OI3,0.0392156862745098
OI4,0.11458333333333333
OO1,0.01
OO2,0.09433962264150944
OO3,0.009900990099009901
OO4,0.24242424242424243
